Residencia,Sexo,Edad,Educacion,ing_fam,Transporte,Eficiencia,Seguridad,Ocupacion
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Automovil,ineficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,servidor
grande,,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,servidor
grande,mujer,adulto_joven,profesional,alto ingreso,Automovil,ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,alto ingreso,Camión,ineficiente,inseguro,jefe
grande,mujer,adulto_mayor,preescolar,alto ingreso,Tren urbano (Metro),ineficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Taxi,ineficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Taxi,ineficiente,inseguro,servidor
grande,mujer,adulto_joven,secundaria,bajo ingreso,Automovil,ineficiente,seguro,jefe
grande,mujer,adulto_mayor,profesional,alto ingreso,Automovil,ineficiente,inseguro,empleado
grande,hombre,adulto_mayor,primaria,alto ingreso,Automovil,ineficiente,inseguro,comerciante
grande,,adulto_joven,secundaria,bajo ingreso,Bicicleta,ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Automovil,ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,ineficiente,inseguro,comerciante
grande,hombre,adulto_mayor,preparatoria,bajo ingreso,Automovil,ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,profesional,bajo ingreso,Camión,ineficiente,seguro,empleado
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Colectivo (Combi),ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,alto ingreso,Bicicleta,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,ineficiente,inseguro,vendedor_ambulante
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Taxi,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,ineficiente,inseguro,vendedor_ambulante
grande,mujer,adulto_joven,preparatoria,alto ingreso,Taxi,ineficiente,seguro,servidor
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Automovil,ineficiente,inseguro,jefe
grande,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),ineficiente,inseguro,servidor
grande,mujer,adulto_joven,preparatoria,bajo ingreso,Taxi,ineficiente,inseguro,empleado
grande,,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Colectivo (Combi),ineficiente,seguro,servidor
grande,mujer,adulto_joven,secundaria,bajo ingreso,Taxi,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Tren urbano (Metro),ineficiente,inseguro,jefe
grande,mujer,adulto_joven,preparatoria,bajo ingreso,Autobús foráneo,ineficiente,inseguro,jefe
grande,mujer,adulto_joven,preparatoria,bajo ingreso,Taxi,ineficiente,inseguro,servidor
grande,,adulto_mayor,secundaria,bajo ingreso,Taxi,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Camión,ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,alto ingreso,Camión,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Tren urbano (Metro),ineficiente,seguro,servidor
grande,mujer,adulto_mayor,primaria,alto ingreso,Camión,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Tren urbano (Metro),ineficiente,seguro,jefe
grande,mujer,adulto_mayor,secundaria,alto ingreso,Tren urbano (Metro),ineficiente,seguro,empleado
grande,hombre,adulto_mayor,secundaria,bajo ingreso,Mototaxi,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,primaria,bajo ingreso,Mototaxi,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Automovil,ineficiente,inseguro,servidor
grande,mujer,adulto_joven,preparatoria,alto ingreso,Avión,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,primaria,alto ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,ineficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,ineficiente,inseguro,empleado
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Colectivo (Combi),ineficiente,seguro,empleado
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Colectivo (Combi),ineficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,primaria,bajo ingreso,Camión,ineficiente,inseguro,empleado
grande,mujer,adulto_joven,preparatoria,alto ingreso,Colectivo (Combi),ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,primaria,alto ingreso,Bicicleta,ineficiente,inseguro,jefe
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Bicicleta,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),ineficiente,seguro,empleado
grande,mujer,adulto_mayor,primaria,alto ingreso,Automovil,ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,alto ingreso,Taxi,ineficiente,seguro,comerciante
grande,hombre,adulto_mayor,preparatoria,alto ingreso,Automovil,ineficiente,inseguro,comerciante
grande,hombre,adulto_mayor,profesional,alto ingreso,Taxi,ineficiente,inseguro,jefe
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Taxi,ineficiente,inseguro,servidor
pequeño,mujer,adulto_joven,secundaria,alto ingreso,Motocicleta,ineficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Colectivo (Combi),ineficiente,seguro,empleado
pequeño,hombre,adulto_joven,secundaria,bajo ingreso,Camión,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,jefe
grande,mujer,adulto_joven,preparatoria,alto ingreso,Camión,ineficiente,inseguro,servidor
pequeño,,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,ineficiente,inseguro,servidor
pequeño,mujer,adulto_joven,profesional,alto ingreso,Automovil,ineficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,ineficiente,inseguro,empleado
pequeño,mujer,adulto_joven,preparatoria,bajo ingreso,Automovil,ineficiente,inseguro,empleado
grande,,adulto_joven,secundaria,bajo ingreso,Automovil,ineficiente,seguro,comerciante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,jefe
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,ineficiente,inseguro,jefe
grande,mujer,adulto_joven,preparatoria,alto ingreso,Automovil,ineficiente,seguro,jefe
grande,mujer,adulto_joven,preescolar,alto ingreso,Automovil,ineficiente,inseguro,jefe
grande,mujer,adulto_mayor,profesional,bajo ingreso,Automovil,ineficiente,inseguro,empleado
grande,,joven,secundaria,bajo ingreso,Automovil,ineficiente,seguro,comerciante
grande,mujer,adulto_mayor,primaria,alto ingreso,Taxi,ineficiente,inseguro,empleado
grande,mujer,adulto_joven,secundaria,alto ingreso,Taxi,ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Automovil,ineficiente,inseguro,servidor
grande,mujer,adulto_joven,primaria,alto ingreso,Automovil,ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,primaria,alto ingreso,Automovil,ineficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,preparatoria,alto ingreso,Taxi,ineficiente,seguro,servidor
pequeño,mujer,adulto_joven,profesional,alto ingreso,Taxi,ineficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,BRT,ineficiente,inseguro,servidor
pequeño,mujer,adulto_joven,preparatoria,alto ingreso,Taxi,ineficiente,inseguro,empleado
pequeño,hombre,adulto_mayor,secundaria,alto ingreso,Camión,ineficiente,inseguro,empleado
pequeño,hombre,adulto_mayor,secundaria,alto ingreso,Camión,ineficiente,inseguro,comerciante
pequeño,hombre,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),ineficiente,inseguro,comerciante
grande,mujer,adulto_joven,preparatoria,bajo ingreso,Automovil,ineficiente,inseguro,empleado
grande,hombre,adulto_mayor,preparatoria,bajo ingreso,Colectivo (Combi),ineficiente,seguro,comerciante
grande,mujer,adulto_mayor,primaria,alto ingreso,Taxi,ineficiente,inseguro,vendedor_ambulante
grande,hombre,adulto_joven,secundaria,alto ingreso,Taxi,ineficiente,inseguro,comerciante
grande,mujer,adulto_joven,preparatoria,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,alto ingreso,Tren urbano (Metro),ineficiente,inseguro,empleado
grande,mujer,adulto_joven,secundaria,alto ingreso,BRT,ineficiente,seguro,empleado
grande,mujer,adulto_joven,secundaria,alto ingreso,Tren urbano (Metro),ineficiente,inseguro,jefe
grande,mujer,adulto_mayor,secundaria,alto ingreso,Tren urbano (Metro),ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Tren urbano (Metro),ineficiente,inseguro,comerciante
grande,mujer,adulto_joven,secundaria,alto ingreso,Colectivo (Combi),ineficiente,inseguro,servidor
grande,hombre,adulto_mayor,secundaria,alto ingreso,Autobús foráneo,ineficiente,inseguro,jefe
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,primaria,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_joven,secundaria,alto ingreso,Bicicleta,ineficiente,inseguro,servidor
grande,mujer,adulto_joven,secundaria,bajo ingreso,Patineta,ineficiente,inseguro,servidor
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
pequeño,mujer,adulto_joven,preparatoria,bajo ingreso,Automovil,ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,ineficiente,seguro,servidor
grande,mujer,adulto_mayor,primaria,bajo ingreso,Motocicleta,ineficiente,inseguro,empleado
grande,mujer,adulto_joven,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,ineficiente,seguro,empleado
grande,mujer,adulto_mayor,primaria,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
grande,,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,jefe
grande,mujer,adulto_joven,primaria,bajo ingreso,Bicicleta,ineficiente,inseguro,comerciante
grande,,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,ineficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),ineficiente,seguro,comerciante
pequeño,mujer,adulto_joven,secundaria,bajo ingreso,Colectivo (Combi),ineficiente,inseguro,servidor
pequeño,,adulto_mayor,secundaria,bajo ingreso,Taxi,ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,ineficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,ineficiente,seguro,jefe
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Bicicleta,ineficiente,seguro,comerciante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Bicicleta,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Colectivo (Combi),ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Taxi,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,ninguno,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,primaria,bajo ingreso,Tren urbano (Metro),ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Tren urbano (Metro),ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Tren urbano (Metro),ineficiente,inseguro,empleado
grande,hombre,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,servidor
grande,mujer,adulto_joven,secundaria,bajo ingreso,Tren urbano (Metro),ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Colectivo (Combi),ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,ineficiente,inseguro,comerciante
grande,,adulto_mayor,secundaria,alto ingreso,Camión,ineficiente,inseguro,jefe
grande,,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Automovil,ineficiente,seguro,empleado
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Bicicleta,ineficiente,inseguro,vendedor_ambulante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,ineficiente,inseguro,jefe
grande,mujer,adulto_joven,profesional,alto ingreso,Automovil,ineficiente,seguro,empleado
grande,mujer,adulto_joven,preparatoria,bajo ingreso,Taxi,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Taxi,ineficiente,inseguro,empleado
grande,mujer,adulto_joven,secundaria,bajo ingreso,Taxi,ineficiente,inseguro,jefe
grande,mujer,adulto_joven,secundaria,alto ingreso,Camión,ineficiente,inseguro,jefe
grande,mujer,adulto_mayor,primaria,bajo ingreso,Camión,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,alto ingreso,Camión,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,primaria,alto ingreso,Camión,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,empleado
grande,mujer,adulto_joven,preparatoria,alto ingreso,Automovil,ineficiente,inseguro,jefe
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,ineficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,ineficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Bicicleta,ineficiente,inseguro,comerciante
pequeño,mujer,adulto_mayor,ninguno,alto ingreso,Automovil,ineficiente,seguro,empleado
grande,mujer,adulto_mayor,primaria,bajo ingreso,Colectivo (Combi),ineficiente,inseguro,empleado
grande,,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),ineficiente,inseguro,jefe
grande,mujer,adulto_mayor,primaria,alto ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Colectivo (Combi),ineficiente,inseguro,comerciante
grande,,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),ineficiente,inseguro,vendedor_ambulante
grande,mujer,adulto_joven,primaria,bajo ingreso,Automovil,ineficiente,inseguro,empleado
grande,mujer,adulto_mayor,primaria,bajo ingreso,Taxi,ineficiente,seguro,comerciante
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Taxi,ineficiente,seguro,jefe
grande,,adulto_mayor,secundaria,bajo ingreso,Taxi,ineficiente,inseguro,jefe
grande,mujer,adulto_joven,preescolar,alto ingreso,Automovil,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Camión,ineficiente,seguro,empleado
grande,mujer,adulto_joven,preparatoria,alto ingreso,Colectivo (Combi),ineficiente,seguro,servidor
grande,,adulto_joven,secundaria,alto ingreso,Automovil,ineficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,ninguno,bajo ingreso,Camión,ineficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,preparatoria,alto ingreso,Automovil,ineficiente,inseguro,jefe
grande,mujer,adulto_joven,secundaria,alto ingreso,Automovil,ineficiente,inseguro,empleado
grande,hombre,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,jefe
grande,mujer,adulto_joven,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,vendedor_ambulante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,bajo ingreso,Colectivo (Combi),ineficiente,inseguro,jefe
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,ineficiente,inseguro,comerciante
grande,,adulto_joven,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,servidor
grande,mujer,adulto_mayor,preparatoria,alto ingreso,Automovil,ineficiente,inseguro,empleado
grande,,adulto_mayor,secundaria,bajo ingreso,Taxi,ineficiente,seguro,jefe
grande,mujer,adulto_mayor,ninguno,alto ingreso,Automovil,ineficiente,inseguro,vendedor_ambulante
grande,mujer,adulto_mayor,preparatoria,bajo ingreso,Taxi,ineficiente,inseguro,comerciante
pequeño,,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,primaria,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_joven,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,empleado
pequeño,mujer,adulto_mayor,preparatoria,alto ingreso,Automovil,ineficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,jefe
pequeño,mujer,adulto_mayor,ninguno,alto ingreso,Autobús foráneo,ineficiente,inseguro,servidor
pequeño,hombre,adulto_mayor,secundaria,bajo ingreso,Camión,ineficiente,inseguro,servidor
pequeño,hombre,adulto_joven,secundaria,bajo ingreso,Motocicleta,ineficiente,seguro,empleado
pequeño,hombre,adulto_mayor,secundaria,bajo ingreso,Taxi,ineficiente,seguro,empleado
grande,,adulto_joven,secundaria,bajo ingreso,Automovil,ineficiente,inseguro,comerciante
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,ineficiente,inseguro,empleado
grande,mujer,adulto_joven,preparatoria,alto ingreso,Taxi,ineficiente,inseguro,jefe
grande,mujer,adulto_mayor,secundaria,alto ingreso,Automovil,ineficiente,inseguro,servidor
pequeño,mujer,adulto_mayor,primaria,alto ingreso,Taxi,ineficiente,seguro,servidor
grande,mujer,adulto_mayor,secundaria,alto ingreso,Tren urbano (Metro),ineficiente,seguro,servidor
